Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment Type
10/21/2016,85001,Fun Fly,2,9.9,0,5.74,5
11/10/2016,85001,Aspen,1,27.95,0,11.19,5
11/26/2016,85224,Bellen,1,24.95,0,13.99,6
12/19/2016,85224,Fun Fly,1,4.95,0,4.14,7
11/29/2016,85001,Bellen,1,24.95,0,13.05,2
11/11/2016,85327,Fun Fly,1,4.95,0,3.48,4
11/13/2016,85001,Fun Fly,1,4.95,0,2.6,6
10/21/2016,85001,Crested Beaut,1,37.95,0,22.34,6
11/28/2016,85001,Fun Fly,1,4.95,0,2.81,5
10/24/2016,85001,Fun Fly,1,4.95,0,2.7,4
10/11/2016,85224,Quad,1,43.96,0,22.35,5
11/30/2016,85224,Fun Fly,1,4.95,0,3.9,7
10/24/2016,85224,Aspen,1,27.95,0,11.56,1
12/19/2016,85224,Fun Fly,1,4.95,0,3.51,6
12/10/2016,85327,Quad,1,43.96,0,21.68,4
12/20/2016,85224,Crested Beaut,1,37.95,0,21.72,4
11/23/2016,85001,Fun Fly,2,9.9,0,8.3,7
11/2/2016,85001,Majestic Beaut,1,32.95,0,19.18,1
10/19/2016,85224,Bellen,1,24.95,0,13.73,6
10/9/2016,85001,Fun Fly,1,4.95,0,3.2,3
12/17/2016,85001,Fun Fly,1,4.95,0,3.87,3
10/25/2016,85327,Fun Fly,1,4.95,0,2.41,3
10/7/2016,85327,Fun Fly,3,14.85,0,10.92,1
11/1/2016,85001,Fun Fly,1,4.95,0,3.7,2
10/3/2016,85327,Fun Fly,1,4.95,0,2.47,5
11/13/2016,85224,Fun Fly,1,4.95,0,2.71,3
12/1/2016,85001,Aspen,1,27.95,0,11.83,8
12/5/2016,85001,Quad,1,43.96,0,22.34,5
11/6/2016,85224,Quad,3,131.88,0,65.07,8
11/6/2016,85001,Majestic Beaut,1,32.95,0,18.95,3
11/1/2016,85327,Fun Fly,1,4.95,0,3.01,1
10/17/2016,85327,Quad,1,43.96,0,22.95,4
10/24/2016,85001,Crested Beaut,2,75.9,0,43.58,4
11/15/2016,85327,Carlota,1,27.95,0,13.4,5
12/24/2016,85327,Yanaki,1,28.75,0,14.75,5
10/25/2016,85001,Yanaki,1,28.75,0,15.6,7
11/4/2016,85224,Quad,1,43.96,0,21.71,1
11/8/2016,85001,Carlota,4,111.8,0.1,47.52,7
12/20/2016,85001,Fun Fly,1,4.95,0,3.37,3
12/14/2016,85001,Majestic Beaut,4,131.8,0.1,78.6,3
12/21/2016,85327,Majestic Beaut,6,197.7,0.1,120.24,7
12/1/2016,85001,Fun Fly,1,4.95,0,3.19,7
11/1/2016,85001,Fun Fly,1,4.95,0,4.03,3
10/27/2016,85224,Aspen,1,27.95,0,11.19,4
10/12/2016,85224,Quad,1,43.96,0,22.13,7
10/28/2016,85001,Quad,1,43.96,0,21.72,5
11/24/2016,85327,Fun Fly,1,4.95,0,3.1,7
11/28/2016,85001,Fun Fly,6,29.7,0.1,15.42,5
10/2/2016,85327,Bellen,1,24.95,0,14.07,4
12/1/2016,85001,Fun Fly,1,4.95,0,3.01,8
10/4/2016,85001,Fun Fly,1,4.95,0,3.83,6
11/9/2016,85001,Fun Fly,6,29.7,0.1,17.1,3
10/2/2016,85001,Yanaki,1,28.75,0,15.09,4
12/23/2016,85224,Majestic Beaut,6,197.7,0.1,122.94,8
11/12/2016,85224,Carlota,1,27.95,0,11.94,7
10/17/2016,85327,Yanaki,6,172.5,0.1,88.86,3
11/12/2016,85001,Crested Beaut,1,37.95,0,23.28,7
12/15/2016,85327,Aspen,1,27.95,0,12.87,3
10/9/2016,85001,Quad,1,43.96,0,21.43,7
12/6/2016,85001,Yanaki,1,28.75,0,15.58,6
10/20/2016,85001,Majestic Beaut,1,32.95,0,19.97,4
11/3/2016,85327,Carlota,1,27.95,0,12.29,3
10/17/2016,85327,Fun Fly,1,4.95,0,3.13,7
10/21/2016,85001,Quad,1,43.96,0,21.25,1
12/10/2016,85001,Yanaki,3,86.25,0,43.68,5
10/13/2016,85224,Fun Fly,1,4.95,0,2.94,4
10/15/2016,85327,Carlota,1,27.95,0,13.15,5
11/25/2016,85001,Quad,6,263.76,0.1,130.74,6
12/11/2016,85224,Fun Fly,1,4.95,0,3.96,5
12/15/2016,85001,Carlota,1,27.95,0,12.08,7
10/17/2016,85224,Fun Fly,6,29.7,0.1,23.34,3
11/8/2016,85224,Fun Fly,1,4.95,0,2.51,7
10/26/2016,85001,Quad,1,43.96,0,22.78,4
11/3/2016,85001,Carlota,1,27.95,0,11.99,5
10/19/2016,85001,Bellen,1,24.95,0,13.67,6
10/1/2016,85224,Fun Fly,1,4.95,0,3.67,5
12/18/2016,85001,Carlota,1,27.95,0,12.96,3
11/21/2016,85327,Aspen,3,83.85,0,33.87,4
11/18/2016,85001,Quad,1,43.96,0,21.96,2
10/15/2016,85001,Fun Fly,1,4.95,0,2.97,3
11/21/2016,85001,Fun Fly,1,4.95,0,2.74,3
10/2/2016,85001,Majestic Beaut,1,32.95,0,20.56,1
10/13/2016,85001,Bellen,1,24.95,0,13.47,6
12/4/2016,85001,Fun Fly,1,4.95,0,3.19,5
10/24/2016,85001,Fun Fly,6,29.7,0.1,23.76,7
11/8/2016,85224,Yanaki,6,172.5,0.1,86.76,5
11/14/2016,85327,Bellen,6,149.7,0.1,80.82,1
12/21/2016,85327,Fun Fly,1,4.95,0,2.82,4
11/8/2016,85001,Fun Fly,1,4.95,0,3.96,6
10/6/2016,85001,Yanaki,2,57.5,0,30.24,3
11/26/2016,85001,Fun Fly,1,4.95,0,3.95,7
10/11/2016,85001,Carlota,1,27.95,0,12.69,7
12/10/2016,85224,Quad,2,87.92,0,43.96,5
10/28/2016,85224,Fun Fly,1,4.95,0,4.06,4
11/18/2016,85001,Quad,2,87.92,0,43.5,3
10/8/2016,85001,Fun Fly,1,4.95,0,2.8,4
10/12/2016,85327,Fun Fly,1,4.95,0,2.75,7
12/4/2016,85001,Carlota,1,27.95,0,11.95,6
11/1/2016,85001,Fun Fly,1,4.95,0,4.09,1
12/21/2016,85327,Carlota,6,167.7,0.1,75.84,5
12/22/2016,85001,Carlota,1,27.95,0,12.64,1
12/14/2016,85001,Carlota,1,27.95,0,12.89,1
11/24/2016,85001,Fun Fly,1,4.95,0,3.77,4
11/1/2016,85327,Bellen,1,24.95,0,13.92,6
11/19/2016,85001,Fun Fly,1,4.95,0,3.66,1
12/19/2016,85327,Fun Fly,6,29.7,0.1,16.2,7
12/9/2016,85001,Fun Fly,1,4.95,0,3.53,3
11/27/2016,85327,Fun Fly,6,29.7,0.1,21.48,5
11/25/2016,85001,Majestic Beaut,4,131.8,0.1,77.96,1
10/29/2016,85001,Aspen,1,27.95,0,12.73,7
11/15/2016,85001,Carlota,1,27.95,0,12.85,3
12/21/2016,85001,Fun Fly,1,4.95,0,2.59,5
11/16/2016,85001,Aspen,1,27.95,0,11.26,5
10/14/2016,85001,Yanaki,1,28.75,0,15.81,7
10/28/2016,85327,Majestic Beaut,1,32.95,0,19.06,3
12/10/2016,85327,Fun Fly,6,29.7,0.1,17.34,6
12/11/2016,85001,Majestic Beaut,1,32.95,0,19.28,5
12/8/2016,85001,Fun Fly,1,4.95,0,3.24,3
10/7/2016,85327,Fun Fly,1,4.95,0,3.62,4
11/15/2016,85001,Fun Fly,3,14.85,0,11.19,3
12/21/2016,85001,Majestic Beaut,1,32.95,0,19.22,5
12/19/2016,85327,Quad,1,43.96,0,22.57,1
12/2/2016,85224,Majestic Beaut,1,32.95,0,19.93,5
11/29/2016,85327,Carlota,1,27.95,0,12.2,4
11/11/2016,85224,Fun Fly,6,29.7,0.1,19.2,3
11/26/2016,85327,Fun Fly,4,19.8,0.1,10,8
11/15/2016,85001,Fun Fly,1,4.95,0,3.99,7
11/20/2016,85001,Majestic Beaut,1,32.95,0,20.56,1
11/13/2016,85001,Carlota,1,27.95,0,12.33,6
10/15/2016,85224,Crested Beaut,1,37.95,0,22.14,7
12/20/2016,85001,Majestic Beaut,2,65.9,0,39.5,8
11/8/2016,85001,Bellen,1,24.95,0,14.14,3
10/12/2016,85001,Fun Fly,1,4.95,0,3.11,5
12/2/2016,85001,Majestic Beaut,6,197.7,0.1,115.2,3
12/23/2016,85224,Fun Fly,3,14.85,0,10.92,5
10/13/2016,85224,Bellen,1,24.95,0,13.79,3
12/1/2016,85224,Majestic Beaut,1,32.95,0,19.8,7
12/24/2016,85001,Fun Fly,1,4.95,0,3.84,5
12/4/2016,85327,Majestic Beaut,1,32.95,0,20.23,3
11/29/2016,85224,Fun Fly,4,19.8,0.1,14.04,7
11/3/2016,85001,Carlota,6,167.7,0.1,76.86,8
12/14/2016,85001,Fun Fly,1,4.95,0,2.89,3
11/9/2016,85001,Fun Fly,6,29.7,0.1,15.42,6
10/13/2016,85224,Fun Fly,1,4.95,0,2.9,3
10/27/2016,85001,Yanaki,1,28.75,0,15.41,6
12/17/2016,85001,Carlota,1,27.95,0,12.44,5
11/21/2016,85224,Fun Fly,1,4.95,0,3.53,3
10/20/2016,85327,Fun Fly,1,4.95,0,3.73,7
10/2/2016,85001,Fun Fly,1,4.95,0,3.94,1
12/3/2016,85001,Carlota,2,55.9,0,24.38,3
12/16/2016,85327,Carlota,4,111.8,0.1,47.4,7
10/12/2016,85001,Fun Fly,1,4.95,0,3.17,8
11/17/2016,85224,Fun Fly,6,29.7,0.1,15.72,7
10/24/2016,85327,Fun Fly,6,29.7,0.1,24.12,7
11/3/2016,85001,Quad,1,43.96,0,21.77,7
12/24/2016,85001,Fun Fly,1,4.95,0,3.44,1
11/18/2016,85327,Fun Fly,1,4.95,0,4.05,1
11/22/2016,85001,Fun Fly,4,19.8,0.1,10.6,3
10/3/2016,85224,Yanaki,1,28.75,0,14.76,6
11/5/2016,85001,Fun Fly,1,4.95,0,3.71,5
12/21/2016,85001,Fun Fly,1,4.95,0,3.9,2
12/22/2016,85001,Bellen,1,24.95,0,13.97,8
12/20/2016,85327,Fun Fly,1,4.95,0,2.96,5
11/26/2016,85224,Quad,6,263.76,0.1,131.88,2
12/6/2016,85001,Fun Fly,6,29.7,0.1,16.74,7
12/15/2016,85001,Aspen,1,27.95,0,12.93,4
12/14/2016,85001,Majestic Beaut,1,32.95,0,19.49,7
10/10/2016,85001,Quad,1,43.96,0,21.81,5
11/26/2016,85224,Fun Fly,1,4.95,0,3.35,1
12/10/2016,85224,Fun Fly,1,4.95,0,2.74,3
10/23/2016,85327,Quad,1,43.96,0,22.14,4
11/9/2016,85224,Yanaki,1,28.75,0,14.66,5
11/3/2016,85327,Quad,1,43.96,0,21.77,6
10/19/2016,85001,Crested Beaut,1,37.95,0,21.81,5
11/7/2016,85001,Carlota,1,27.95,0,12.04,2
11/1/2016,85001,Crested Beaut,1,37.95,0,23.4,2
10/14/2016,85224,Aspen,1,27.95,0,12.4,1
12/10/2016,85001,Bellen,6,149.7,0.1,86.4,3
11/9/2016,85001,Fun Fly,6,29.7,0.1,19.32,2
11/10/2016,85001,Fun Fly,1,4.95,0,3.99,7
11/9/2016,85224,Quad,1,43.96,0,22.75,3
12/4/2016,85224,Bellen,3,74.85,0,39.09,7
12/1/2016,85224,Quad,1,43.96,0,21.76,3
11/3/2016,85001,Fun Fly,2,9.9,0,5.58,5
12/13/2016,85001,Fun Fly,1,4.95,0,2.59,7
10/7/2016,85327,Aspen,2,55.9,0,23.08,4
11/29/2016,85327,Fun Fly,1,4.95,0,3.74,1
10/22/2016,85224,Fun Fly,1,4.95,0,3.44,4
12/12/2016,85224,Fun Fly,1,4.95,0,3.88,6
10/10/2016,85327,Quad,1,43.96,0,21.81,1
12/22/2016,85327,Bellen,1,24.95,0,13.15,7
10/11/2016,85224,Aspen,1,27.95,0,12.45,7
11/18/2016,85327,Majestic Beaut,6,197.7,0.1,117.54,8
12/16/2016,85001,Fun Fly,1,4.95,0,4,8
10/7/2016,85001,Quad,1,43.96,0,22.33,4
12/2/2016,85001,Quad,1,43.96,0,21.9,1
12/9/2016,85327,Fun Fly,1,4.95,0,2.89,5
11/5/2016,85001,Yanaki,1,28.75,0,14.42,3
11/12/2016,85224,Fun Fly,1,4.95,0,4,7
11/2/2016,85001,Quad,2,87.92,0,43.64,1
10/6/2016,85224,Fun Fly,6,29.7,0.1,16.62,5
11/15/2016,85224,Yanaki,6,172.5,0.1,93.6,3
12/24/2016,85224,Fun Fly,1,4.95,0,3.3,1
12/15/2016,85001,Quad,1,43.96,0,22.3,7
11/2/2016,85001,Fun Fly,1,4.95,0,2.53,3
12/14/2016,85001,Bellen,1,24.95,0,14.17,6
10/23/2016,85327,Aspen,6,167.7,0.1,71.76,6
12/11/2016,85001,Quad,1,43.96,0,21.73,7
11/4/2016,85327,Fun Fly,1,4.95,0,3.62,3
12/18/2016,85001,Quad,4,175.84,0.1,90.88,6
12/14/2016,85327,Majestic Beaut,1,32.95,0,19.34,4
10/14/2016,85224,Yanaki,1,28.75,0,15.73,8
11/24/2016,85224,Yanaki,1,28.75,0,15,3
10/12/2016,85327,Fun Fly,1,4.95,0,2.39,4
11/21/2016,85224,Yanaki,1,28.75,0,14.63,7
11/21/2016,85224,Fun Fly,2,9.9,0,4.86,7
11/6/2016,85001,Fun Fly,1,4.95,0,2.63,6
10/6/2016,85327,Quad,1,43.96,0,21.7,3
12/17/2016,85001,Quad,1,43.96,0,22.98,4
12/3/2016,85327,Yanaki,1,28.75,0,15.2,1
12/9/2016,85224,Bellen,1,24.95,0,14.1,7
10/20/2016,85327,Carlota,1,27.95,0,13.41,3
12/3/2016,85001,Yanaki,1,28.75,0,15.98,5
12/24/2016,85001,Fun Fly,1,4.95,0,3.06,4
12/6/2016,85001,Yanaki,1,28.75,0,16.03,7
11/8/2016,85224,Fun Fly,1,4.95,0,3.53,4
10/19/2016,85224,Carlota,1,27.95,0,12.31,6
10/25/2016,85224,Majestic Beaut,1,32.95,0,20.59,5
10/8/2016,85327,Quad,2,87.92,0,43.04,5
12/15/2016,85327,Bellen,1,24.95,0,14.31,5
12/6/2016,85224,Quad,1,43.96,0,22.06,5
10/2/2016,85224,Fun Fly,1,4.95,0,2.48,3
11/18/2016,85001,Yanaki,1,28.75,0,15.97,7
12/8/2016,85001,Quad,1,43.96,0,21.95,3
10/20/2016,85327,Yanaki,1,28.75,0,14.75,5
12/17/2016,85327,Carlota,1,27.95,0,12.37,1
10/19/2016,85327,Quad,2,87.92,0,45.52,8
10/31/2016,85001,Fun Fly,3,14.85,0,9.75,1
12/11/2016,85001,Quad,1,43.96,0,21.7,7
11/28/2016,85001,Fun Fly,1,4.95,0,3.62,5
11/21/2016,85001,Quad,1,43.96,0,22.97,1
12/16/2016,85327,Yanaki,1,28.75,0,15.54,7
12/7/2016,85001,Fun Fly,1,4.95,0,2.85,5
11/10/2016,85001,Fun Fly,3,14.85,0,11.43,6
10/5/2016,85001,Fun Fly,1,4.95,0,2.75,3
12/1/2016,85224,Quad,1,43.96,0,21.83,7
10/29/2016,85224,Fun Fly,1,4.95,0,3.57,5
10/2/2016,85327,Fun Fly,1,4.95,0,3.1,2
12/20/2016,85001,Majestic Beaut,1,32.95,0,20.09,1
10/20/2016,85327,Quad,1,43.96,0,21.71,7
10/26/2016,85327,Majestic Beaut,1,32.95,0,20.06,7
12/9/2016,85327,Fun Fly,6,29.7,0.1,23.52,1
11/29/2016,85001,Fun Fly,1,4.95,0,3.33,1
12/12/2016,85327,Yanaki,1,28.75,0,15.12,5
10/12/2016,85001,Carlota,1,27.95,0,12.84,1
10/30/2016,85001,Fun Fly,2,9.9,0,6.88,7
10/8/2016,85001,Yanaki,1,28.75,0,15.44,3
10/9/2016,85001,Crested Beaut,1,37.95,0,23.46,3
11/2/2016,85327,Majestic Beaut,1,32.95,0,19.23,4
12/6/2016,85224,Quad,1,43.96,0,22.82,5
12/16/2016,85001,Bellen,1,24.95,0,13.63,3
11/22/2016,85001,Fun Fly,1,4.95,0,2.55,3
11/12/2016,85224,Fun Fly,1,4.95,0,2.62,3
12/3/2016,85001,Majestic Beaut,1,32.95,0,19.19,6
12/6/2016,85327,Crested Beaut,1,37.95,0,23.14,7
11/17/2016,85001,Fun Fly,1,4.95,0,4.16,7
10/30/2016,85327,Aspen,1,27.95,0,11.78,6
10/16/2016,85224,Bellen,1,24.95,0,14.34,3
10/19/2016,85224,Fun Fly,1,4.95,0,3.45,3
10/19/2016,85001,Fun Fly,1,4.95,0,3.32,3
12/5/2016,85001,Majestic Beaut,1,32.95,0,18.82,3
11/14/2016,85224,Yanaki,1,28.75,0,14.54,5
12/24/2016,85224,Fun Fly,1,4.95,0,4.11,4
12/5/2016,85001,Quad,1,43.96,0,21.64,1
11/19/2016,85327,Quad,4,175.84,0.1,92.12,3
10/22/2016,85327,Fun Fly,1,4.95,0,3.05,3
12/15/2016,85001,Bellen,6,149.7,0.1,78,8
10/15/2016,85327,Majestic Beaut,6,197.7,0.1,119.58,6
10/11/2016,85224,Fun Fly,2,9.9,0,4.88,5
11/12/2016,85001,Yanaki,1,28.75,0,16.14,1
11/25/2016,85224,Carlota,1,27.95,0,12.55,5
10/30/2016,85001,Fun Fly,1,4.95,0,3.2,5
11/1/2016,85224,Majestic Beaut,1,32.95,0,20.22,7
11/5/2016,85001,Fun Fly,1,4.95,0,3.56,3
12/7/2016,85001,Fun Fly,1,4.95,0,2.55,4
11/25/2016,85224,Aspen,1,27.95,0,11.6,7
10/7/2016,85001,Quad,1,43.96,0,21.73,1
12/11/2016,85327,Carlota,1,27.95,0,12.91,7
12/11/2016,85001,Bellen,1,24.95,0,13.25,1
11/25/2016,85327,Carlota,1,27.95,0,11.8,7
11/30/2016,85327,Yanaki,1,28.75,0,14.79,4
12/1/2016,85001,Fun Fly,1,4.95,0,2.88,1
12/17/2016,85001,Quad,1,43.96,0,22.6,4
11/27/2016,85327,Quad,1,43.96,0,21.3,3
11/28/2016,85224,Fun Fly,1,4.95,0,3.49,7
10/8/2016,85001,Crested Beaut,1,37.95,0,22.69,7
10/17/2016,85327,Fun Fly,1,4.95,0,2.4,6
11/14/2016,85001,Fun Fly,6,29.7,0.1,21.12,5
12/2/2016,85327,Crested Beaut,1,37.95,0,22.27,5
12/9/2016,85224,Fun Fly,1,4.95,0,2.96,7
10/20/2016,85001,Quad,1,43.96,0,21.71,4
10/17/2016,85001,Fun Fly,1,4.95,0,3.19,5
12/15/2016,85001,Aspen,1,27.95,0,11.55,6
12/17/2016,85224,Majestic Beaut,6,197.7,0.1,117.42,7
12/11/2016,85001,Yanaki,1,28.75,0,15.92,7
11/17/2016,85327,Carlota,6,167.7,0.1,72.18,3
11/4/2016,85224,Yanaki,1,28.75,0,15.64,4
11/5/2016,85327,Fun Fly,1,4.95,0,2.9,7
11/13/2016,85327,Carlota,1,27.95,0,11.72,7
10/14/2016,85327,Bellen,1,24.95,0,14.18,7
10/10/2016,85224,Quad,1,43.96,0,23.04,1
12/11/2016,85001,Fun Fly,1,4.95,0,3.41,7
10/22/2016,85001,Quad,1,43.96,0,21.52,7
12/10/2016,85327,Aspen,1,27.95,0,12.74,4
10/22/2016,85001,Fun Fly,1,4.95,0,4.1,7
11/6/2016,85001,Majestic Beaut,1,32.95,0,19.61,3
10/31/2016,85327,Aspen,6,167.7,0.1,74.64,5
10/6/2016,85224,Bellen,2,49.9,0,27.92,7
10/16/2016,85327,Fun Fly,1,4.95,0,2.38,7
10/18/2016,85001,Fun Fly,1,4.95,0,3.48,5
12/11/2016,85327,Crested Beaut,1,37.95,0,22.23,1
10/21/2016,85001,Crested Beaut,1,37.95,0,23.4,5
12/16/2016,85001,Carlota,1,27.95,0,13.3,2
12/22/2016,85224,Yanaki,1,28.75,0,15.04,5
12/11/2016,85224,Majestic Beaut,2,65.9,0,38.4,3
10/16/2016,85001,Quad,2,87.92,0,43.08,7
11/25/2016,85001,Fun Fly,1,4.95,0,3.28,4
11/22/2016,85327,Quad,1,43.96,0,21.37,8
11/12/2016,85224,Fun Fly,2,9.9,0,6.4,5
12/12/2016,85327,Fun Fly,6,29.7,0.1,22.86,7
12/4/2016,85224,Fun Fly,1,4.95,0,3.35,3
10/19/2016,85224,Fun Fly,3,14.85,0,10.59,3
10/21/2016,85327,Fun Fly,1,4.95,0,3.25,3
10/31/2016,85224,Fun Fly,4,19.8,0.1,15.52,7
10/5/2016,85224,Yanaki,1,28.75,0,14.54,6
11/25/2016,85001,Majestic Beaut,1,32.95,0,19.62,1
11/4/2016,85224,Quad,1,43.96,0,21.79,5
12/22/2016,85001,Fun Fly,1,4.95,0,4,5
11/1/2016,85224,Yanaki,1,28.75,0,15.91,6
11/17/2016,85001,Quad,1,43.96,0,21.67,3
12/9/2016,85001,Quad,1,43.96,0,22.12,6
10/20/2016,85001,Quad,4,175.84,0.1,85.28,3
12/23/2016,85001,Fun Fly,1,4.95,0,3.86,5
12/10/2016,85001,Bellen,1,24.95,0,12.88,5
11/7/2016,85001,Aspen,1,27.95,0,11.98,1
12/6/2016,85001,Fun Fly,1,4.95,0,3.33,4
10/11/2016,85001,Fun Fly,1,4.95,0,2.67,4
12/20/2016,85327,Bellen,6,149.7,0.1,83.52,1
10/23/2016,85001,Fun Fly,1,4.95,0,3.47,6
10/30/2016,85001,Fun Fly,1,4.95,0,3.61,7
12/10/2016,85001,Quad,1,43.96,0,22.09,5
11/7/2016,85001,Majestic Beaut,2,65.9,0,41.02,7
10/5/2016,85327,Fun Fly,1,4.95,0,2.68,7
12/9/2016,85001,Fun Fly,1,4.95,0,3.62,1
11/21/2016,85327,Quad,1,43.96,0,22.53,3
11/3/2016,85001,Fun Fly,6,29.7,0.1,21,7
11/18/2016,85001,Fun Fly,1,4.95,0,3.41,2
12/4/2016,85224,Majestic Beaut,1,32.95,0,19.34,7
12/22/2016,85001,Fun Fly,1,4.95,0,3.59,7
11/26/2016,85001,Yanaki,1,28.75,0,14.48,2
11/8/2016,85327,Quad,2,87.92,0,42.72,3
11/28/2016,85327,Fun Fly,1,4.95,0,2.74,7
11/10/2016,85001,Fun Fly,1,4.95,0,2.7,5
12/13/2016,85001,Fun Fly,1,4.95,0,3.8,4
10/24/2016,85327,Fun Fly,1,4.95,0,2.57,3
10/23/2016,85001,Carlota,6,167.7,0.1,72.78,3
12/17/2016,85001,Carlota,1,27.95,0,12.51,3
10/14/2016,85327,Bellen,1,24.95,0,13.03,7
12/7/2016,85001,Bellen,1,24.95,0,14.42,3
11/3/2016,85224,Quad,6,263.76,0.1,133.2,6
10/13/2016,85001,Crested Beaut,1,37.95,0,22.74,5
11/7/2016,85224,Fun Fly,1,4.95,0,3.1,7
11/6/2016,85327,Bellen,1,24.95,0,12.7,1
12/2/2016,85224,Fun Fly,1,4.95,0,2.41,7
11/22/2016,85224,Yanaki,1,28.75,0,15.15,5
11/25/2016,85001,Aspen,1,27.95,0,12.29,3
12/11/2016,85001,Quad,1,43.96,0,21.5,2
10/26/2016,85224,Quad,1,43.96,0,21.83,3
10/21/2016,85001,Carlota,1,27.95,0,13.32,1
10/14/2016,85001,Majestic Beaut,1,32.95,0,18.9,5
12/22/2016,85001,Bellen,1,24.95,0,13.29,8
11/7/2016,85224,Yanaki,1,28.75,0,15.24,7
12/11/2016,85001,Fun Fly,1,4.95,0,2.96,8
11/18/2016,85001,Bellen,4,99.8,0.1,56.32,3
11/29/2016,85001,Yanaki,1,28.75,0,14.92,4
11/6/2016,85224,Majestic Beaut,1,32.95,0,19.42,6
11/9/2016,85001,Carlota,1,27.95,0,12.59,3
11/14/2016,85224,Quad,1,43.96,0,22.47,7
12/13/2016,85001,Majestic Beaut,1,32.95,0,20.46,5
10/21/2016,85327,Fun Fly,1,4.95,0,4.07,5
12/8/2016,85327,Quad,1,43.96,0,21.85,5
10/12/2016,85001,Fun Fly,1,4.95,0,3.3,7
10/31/2016,85001,Aspen,6,167.7,0.1,74.52,3
11/29/2016,85001,Fun Fly,1,4.95,0,3.58,7
10/7/2016,85001,Quad,1,43.96,0,22.05,1
10/17/2016,85001,Fun Fly,2,9.9,0,7.62,8
12/8/2016,85327,Yanaki,1,28.75,0,16.01,6
10/25/2016,85327,Carlota,1,27.95,0,13,3
12/21/2016,85327,Yanaki,1,28.75,0,14.66,7
10/11/2016,85327,Fun Fly,1,4.95,0,3.59,3
11/3/2016,85001,Fun Fly,1,4.95,0,3.16,7
11/22/2016,85327,Fun Fly,1,4.95,0,2.99,7
12/4/2016,85001,Fun Fly,6,29.7,0.1,24.66,5
12/12/2016,85327,Bellen,1,24.95,0,14.2,5
10/26/2016,85001,Majestic Beaut,1,32.95,0,19.06,4
12/12/2016,85224,Bellen,1,24.95,0,14.03,3
12/9/2016,85001,Fun Fly,1,4.95,0,2.92,3
12/9/2016,85327,Fun Fly,6,29.7,0.1,16.32,4
10/10/2016,85327,Fun Fly,1,4.95,0,3.38,4
10/21/2016,85224,Majestic Beaut,1,32.95,0,19.66,8
11/2/2016,85001,Crested Beaut,1,37.95,0,22.64,3
12/6/2016,85001,Aspen,1,27.95,0,11.19,4
12/8/2016,85001,Fun Fly,3,14.85,0,7.98,7
10/7/2016,85327,Fun Fly,1,4.95,0,2.7,6
11/1/2016,85327,Fun Fly,1,4.95,0,3.49,7
10/4/2016,85001,Fun Fly,1,4.95,0,3.22,4
11/21/2016,85224,Quad,1,43.96,0,22.9,4
12/7/2016,85001,Fun Fly,1,4.95,0,2.4,5
10/2/2016,85001,Aspen,1,27.95,0,12.22,8
12/14/2016,85224,Bellen,1,24.95,0,13.66,3
10/18/2016,85001,Fun Fly,1,4.95,0,3.38,5
10/29/2016,85001,Quad,6,263.76,0.1,130.74,5
11/15/2016,85224,Fun Fly,1,4.95,0,3.3,5
10/31/2016,85001,Majestic Beaut,1,32.95,0,20.39,5
12/21/2016,85001,Majestic Beaut,3,98.85,0,60.48,5
10/20/2016,85327,Quad,1,43.96,0,22.97,1
11/29/2016,85001,Bellen,1,24.95,0,14.36,1
10/4/2016,85001,Fun Fly,1,4.95,0,3.76,4
11/30/2016,85001,Quad,1,43.96,0,22.25,6
10/21/2016,85327,Yanaki,1,28.75,0,14.56,5
12/4/2016,85001,Crested Beaut,6,227.7,0.1,135.6,7
11/10/2016,85001,Bellen,1,24.95,0,12.69,7
10/13/2016,85224,Aspen,1,27.95,0,12.72,3
10/5/2016,85001,Fun Fly,4,19.8,0.1,16.28,1
12/18/2016,85001,Fun Fly,1,4.95,0,3.98,4
11/3/2016,85001,Fun Fly,1,4.95,0,2.91,4
10/23/2016,85001,Fun Fly,1,4.95,0,3.29,3
10/26/2016,85001,Fun Fly,2,9.9,0,6.9,4
12/11/2016,85224,Quad,6,263.76,0.1,136.5,4
11/30/2016,85327,Carlota,1,27.95,0,12.43,5
12/21/2016,85001,Fun Fly,1,4.95,0,2.9,5
11/15/2016,85001,Fun Fly,1,4.95,0,3.54,6
10/24/2016,85327,Fun Fly,1,4.95,0,3.48,5
11/10/2016,85001,Fun Fly,2,9.9,0,7.86,3
10/28/2016,85224,Fun Fly,6,29.7,0.1,18.66,3
10/15/2016,85001,Yanaki,4,115,0.1,64.6,5
11/27/2016,85001,Fun Fly,1,4.95,0,2.47,7
11/25/2016,85001,Fun Fly,1,4.95,0,3.98,4
12/24/2016,85224,Quad,3,131.88,0,67.83,7
10/27/2016,85001,Fun Fly,1,4.95,0,3.99,3
10/15/2016,85224,Majestic Beaut,1,32.95,0,19.61,3
12/21/2016,85001,Fun Fly,1,4.95,0,3.57,3
10/27/2016,85001,Carlota,1,27.95,0,11.98,2
10/29/2016,85001,Majestic Beaut,1,32.95,0,19.2,5
10/26/2016,85001,Fun Fly,2,9.9,0,6.96,3
12/7/2016,85327,Fun Fly,2,9.9,0,5.68,3
11/30/2016,85224,Majestic Beaut,1,32.95,0,19.55,3
