Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID
11/16/2016,87001,Quad,12,539.52,0.215,311.28,7
12/14/2016,87001,Yanaki,1,29.75,0,14.91,7
11/4/2016,87103,Bellen,1,25.95,0,21.45,6
10/17/2016,87103,Majestic Beaut,1,33.95,0,18.06,6
11/8/2016,87001,Aspen,12,347.4,0.215,147.48,5
12/9/2016,87315,Carlota,12,347.4,0.215,244.92,4
11/8/2016,87001,Crested Beaut,1,38.95,0,22.27,1
11/26/2016,87506,Bellen,12,311.4,0.215,174.36,4
12/20/2016,87001,Crested Beaut,1,38.95,0,17.24,6
12/23/2016,87001,Crested Beaut,6,233.7,0.125,147.48,7
11/2/2016,87001,Majestic Beaut,1,33.95,0,17.21,7
12/1/2016,87001,Fun Fly,1,4.95,0,5.11,7
11/4/2016,87103,Yanaki,12,357,0.215,211.2,7
12/3/2016,87103,Carlota,1,28.95,0,19.89,8
10/13/2016,87103,Majestic Beaut,1,33.95,0,17.42,4
11/15/2016,87001,Majestic Beaut,1,33.95,0,21.5,7
11/9/2016,87315,Majestic Beaut,1,33.95,0,16.15,4
11/14/2016,87941,Bellen,1,25.95,0,18.39,4
10/24/2016,87941,Quad,6,269.76,0.125,153.24,6
10/29/2016,87103,Fun Fly,6,29.7,0.125,7.74,4
10/24/2016,87103,Crested Beaut,1,38.95,0,19.93,7
10/24/2016,87001,Aspen,1,28.95,0,12.6,7
12/10/2016,87941,Carlota,1,28.95,0,14.8,1
11/27/2016,87001,Yanaki,1,29.75,0,19.56,5
11/22/2016,87001,Carlota,2,57.9,0,32.88,5
11/19/2016,87001,Crested Beaut,1,38.95,0,17.6,7
12/9/2016,87506,Crested Beaut,6,233.7,0.125,142.44,7
12/15/2016,87001,Carlota,1,28.95,0,16.14,1
12/17/2016,87315,Crested Beaut,6,233.7,0.125,120.18,7
10/9/2016,87037,Carlota,1,28.95,0,18.69,7
11/27/2016,87001,Aspen,1,28.95,0,16.57,2
10/6/2016,87941,Bellen,6,155.7,0.125,113.22,5
10/23/2016,87037,Crested Beaut,10,389.5,0.125,183,1
12/17/2016,87103,Crested Beaut,6,233.7,0.125,160.74,7
11/6/2016,87001,Quad,12,539.52,0.215,294.24,7
10/19/2016,87103,Fun Fly,14,69.3,0.215,67.76,4
12/20/2016,87103,Quad,1,44.96,0,26.84,7
12/20/2016,87941,Carlota,9,260.55,0.125,145.71,4
10/18/2016,87001,Crested Beaut,12,467.4,0.215,257.4,6
11/20/2016,87001,Majestic Beaut,1,33.95,0,15.27,7
11/24/2016,87037,Quad,1,44.96,0,22.32,7
10/17/2016,87506,Majestic Beaut,6,203.7,0.125,130.98,8
12/24/2016,87001,Majestic Beaut,1,33.95,0,18.87,5
10/19/2016,87001,Carlota,6,173.7,0.125,64.98,2
11/10/2016,87315,Majestic Beaut,1,33.95,0,19.11,4
11/4/2016,87001,Aspen,6,173.7,0.125,100.02,6
10/20/2016,87001,Majestic Beaut,1,33.95,0,18.7,4
10/22/2016,87001,Crested Beaut,1,38.95,0,23.37,6
11/27/2016,87941,Yanaki,1,29.75,0,17.8,4
11/30/2016,87001,Crested Beaut,1,38.95,0,17.31,1
11/6/2016,87941,Majestic Beaut,1,33.95,0,16.81,5
11/21/2016,87103,Fun Fly,6,29.7,0.125,23.94,1
12/13/2016,87037,Majestic Beaut,1,33.95,0,21.97,7
12/1/2016,87001,Majestic Beaut,1,33.95,0,17.78,7
11/25/2016,87001,Yanaki,6,178.5,0.125,109.8,6
10/25/2016,87941,Quad,8,359.68,0.125,176.8,6
12/9/2016,87001,Majestic Beaut,1,33.95,0,21.97,4
10/5/2016,87001,Carlota,1,28.95,0,15.93,7
10/15/2016,87315,Quad,1,44.96,0,25.19,6
12/24/2016,87001,Carlota,1,28.95,0,17.29,7
10/20/2016,87941,Carlota,1,28.95,0,14.6,6
10/14/2016,87037,Yanaki,1,29.75,0,20.95,5
11/16/2016,87001,Yanaki,12,357,0.215,236.04,4
12/2/2016,87103,Quad,1,44.96,0,25.79,1
11/11/2016,87001,Carlota,1,28.95,0,13.07,6
10/28/2016,87001,Quad,12,539.52,0.215,315.48,7
12/4/2016,87001,Carlota,6,173.7,0.125,109.68,6
11/15/2016,87506,Crested Beaut,1,38.95,0,18.8,2
12/18/2016,87506,Carlota,1,28.95,0,10.81,7
12/21/2016,87001,Yanaki,1,29.75,0,16.57,8
10/28/2016,87941,Carlota,3,86.85,0,59.34,8
10/9/2016,87001,Carlota,1,28.95,0,12.44,6
12/18/2016,87506,Bellen,11,285.45,0.125,155.65,4
10/27/2016,87506,Carlota,1,28.95,0,14.99,3
11/2/2016,87001,Fun Fly,12,59.4,0.215,14.88,7
12/24/2016,87103,Fun Fly,1,4.95,0,4.99,6
11/14/2016,87506,Bellen,1,25.95,0,13.81,2
11/18/2016,87506,Bellen,1,25.95,0,14.92,6
11/1/2016,87315,Yanaki,6,178.5,0.125,117.48,1
12/3/2016,87941,Majestic Beaut,6,203.7,0.125,139.56,7
11/6/2016,87506,Carlota,1,28.95,0,17.4,8
10/31/2016,87941,Majestic Beaut,1,33.95,0,16.76,7
12/16/2016,87941,Carlota,1,28.95,0,15.49,7
11/24/2016,87037,Yanaki,4,119,0.1,54.4,7
12/8/2016,87001,Quad,6,269.76,0.125,128.34,4
11/17/2016,87001,Bellen,1,25.95,0,14.06,7
10/2/2016,87506,Yanaki,4,119,0.1,55.52,7
11/3/2016,87941,Majestic Beaut,12,407.4,0.215,282.84,7
12/24/2016,87001,Majestic Beaut,1,33.95,0,16.13,4
12/5/2016,87506,Majestic Beaut,1,33.95,0,15.45,5
12/20/2016,87037,Crested Beaut,1,38.95,0,22.75,6
11/30/2016,87001,Quad,1,44.96,0,28.13,6
10/5/2016,87315,Majestic Beaut,1,33.95,0,17.28,5
11/28/2016,87506,Fun Fly,1,4.95,0,8.97,8
10/21/2016,87001,Yanaki,6,178.5,0.125,90.78,4
10/29/2016,87001,Quad,1,44.96,0,30,5
10/19/2016,87941,Carlota,6,173.7,0.125,89.1,5
11/17/2016,87315,Aspen,1,28.95,0,19.85,5
11/3/2016,87001,Bellen,1,25.95,0,14.1,7
12/6/2016,87941,Majestic Beaut,6,203.7,0.125,127.86,3
10/2/2016,87001,Crested Beaut,6,233.7,0.125,148.14,6
10/5/2016,87315,Carlota,1,28.95,0,15.84,4
11/8/2016,87001,Quad,7,314.72,0.125,201.88,5
10/27/2016,87001,Bellen,3,77.85,0,57.84,6
11/9/2016,87001,Quad,1,44.96,0,28.79,4
11/23/2016,87001,Bellen,4,103.8,0.1,63.36,7
12/13/2016,87001,Fun Fly,12,59.4,0.215,24,1
11/15/2016,87506,Aspen,6,173.7,0.125,64.26,4
11/18/2016,87103,Crested Beaut,1,38.95,0,21.31,3
11/1/2016,87001,Carlota,3,86.85,0,46.59,6
10/22/2016,87037,Yanaki,1,29.75,0,15.77,8
10/28/2016,87103,Majestic Beaut,6,203.7,0.125,101.4,6
11/1/2016,87001,Majestic Beaut,6,203.7,0.125,131.64,5
11/18/2016,87001,Bellen,1,25.95,0,21.34,7
12/9/2016,87941,Crested Beaut,6,233.7,0.125,157.92,6
12/1/2016,87001,Majestic Beaut,1,33.95,0,17.38,5
11/29/2016,87506,Quad,1,44.96,0,22.48,4
10/9/2016,87941,Carlota,4,115.8,0.1,57.68,3
12/12/2016,87103,Aspen,1,28.95,0,11.61,7
12/13/2016,87941,Quad,12,539.52,0.215,255.96,4
11/21/2016,87001,Yanaki,1,29.75,0,13.73,8
10/18/2016,87103,Bellen,3,77.85,0,54,5
10/1/2016,87001,Yanaki,3,89.25,0,48.42,6
12/4/2016,87001,Majestic Beaut,1,33.95,0,20.07,2
11/22/2016,87941,Crested Beaut,1,38.95,0,21.93,8
10/17/2016,87001,Quad,1,44.96,0,21.94,1
12/4/2016,87506,Carlota,12,347.4,0.215,149.76,4
11/14/2016,87001,Majestic Beaut,6,203.7,0.125,132.18,4
11/22/2016,87506,Aspen,12,347.4,0.215,205.68,3
11/2/2016,87315,Crested Beaut,1,38.95,0,21.69,6
10/16/2016,87315,Quad,1,44.96,0,27.4,6
11/11/2016,87315,Majestic Beaut,1,33.95,0,23.84,4
12/17/2016,87001,Majestic Beaut,1,33.95,0,24.26,1
10/7/2016,87001,Bellen,1,25.95,0,15.14,8
12/5/2016,87941,Majestic Beaut,12,407.4,0.215,194.52,6
10/25/2016,87506,Fun Fly,1,4.95,0,4.04,6
10/27/2016,87001,Carlota,1,28.95,0,18.62,6
10/11/2016,87941,Bellen,1,25.95,0,19.29,7
10/5/2016,87001,Carlota,1,28.95,0,11.62,7
10/1/2016,87001,Bellen,4,103.8,0.1,74.6,4
10/24/2016,87037,Majestic Beaut,1,33.95,0,22.24,6
10/27/2016,87941,Carlota,12,347.4,0.215,138.24,4
11/30/2016,87001,Quad,1,44.96,0,23.52,6
10/16/2016,87001,Aspen,1,28.95,0,18.11,6
10/20/2016,87037,Yanaki,12,357,0.215,230.04,7
11/1/2016,87001,Yanaki,4,119,0.1,83.52,8
11/13/2016,87315,Majestic Beaut,13,441.35,0.215,244.66,4
11/18/2016,87001,Crested Beaut,3,116.85,0,58.14,4
12/12/2016,87001,Majestic Beaut,1,33.95,0,24.54,5
10/16/2016,87315,Yanaki,1,29.75,0,15.48,3
11/17/2016,87941,Fun Fly,1,4.95,0,10.73,6
11/25/2016,87001,Carlota,1,28.95,0,19.07,7
11/4/2016,87001,Bellen,12,311.4,0.215,257.16,2
10/21/2016,87001,Fun Fly,3,14.85,0,11.85,4
10/1/2016,87001,Majestic Beaut,1,33.95,0,22.76,7
12/13/2016,87315,Carlota,1,28.95,0,14.96,1
12/20/2016,87315,Fun Fly,3,14.85,0,9.63,3
12/2/2016,87037,Aspen,6,173.7,0.125,104.16,4
10/19/2016,87001,Yanaki,1,29.75,0,13.26,4
11/14/2016,87001,Yanaki,1,29.75,0,14.8,7
11/23/2016,87001,Yanaki,1,29.75,0,14.7,4
11/5/2016,87941,Yanaki,1,29.75,0,15.72,4
11/24/2016,87315,Carlota,1,28.95,0,20.3,6
12/6/2016,87941,Carlota,1,28.95,0,17.08,2
12/19/2016,87941,Crested Beaut,1,38.95,0,21.89,1
11/15/2016,87001,Majestic Beaut,1,33.95,0,19.01,4
11/7/2016,87001,Aspen,6,173.7,0.125,66,4
12/1/2016,87506,Bellen,1,25.95,0,17.06,7
11/11/2016,87506,Carlota,1,28.95,0,17.72,6
10/3/2016,87103,Yanaki,1,29.75,0,21.71,7
11/3/2016,87001,Bellen,1,25.95,0,20.88,3
10/13/2016,87315,Bellen,1,25.95,0,18.8,4
11/18/2016,87001,Quad,1,44.96,0,21.41,4
11/30/2016,87315,Yanaki,1,29.75,0,14.73,4
10/18/2016,87001,Majestic Beaut,13,441.35,0.215,314.34,6
12/4/2016,87001,Yanaki,1,29.75,0,20.53,6
12/8/2016,87001,Bellen,1,25.95,0,19.57,5
11/19/2016,87001,Bellen,1,25.95,0,12.83,7
11/7/2016,87001,Carlota,2,57.9,0,24.8,4
12/16/2016,87037,Quad,1,44.96,0,22.07,8
12/10/2016,87001,Yanaki,1,29.75,0,18.96,7
10/20/2016,87941,Carlota,1,28.95,0,20.19,2
11/20/2016,87315,Fun Fly,1,4.95,0,9.36,8
11/27/2016,87506,Carlota,6,173.7,0.125,70.14,6
11/9/2016,87315,Carlota,12,347.4,0.215,244.32,8
10/25/2016,87001,Carlota,6,173.7,0.125,93.12,2
10/3/2016,87001,Quad,1,44.96,0,27.27,4
11/18/2016,87001,Aspen,1,28.95,0,18.26,7
10/9/2016,87001,Carlota,1,28.95,0,17.38,6
10/6/2016,87001,Quad,1,44.96,0,20.93,6
10/21/2016,87037,Majestic Beaut,1,33.95,0,21.97,1
10/13/2016,87001,Carlota,4,115.8,0.1,54.2,1
10/8/2016,87037,Majestic Beaut,1,33.95,0,21.46,6
10/1/2016,87001,Bellen,1,25.95,0,17.33,1
11/21/2016,87001,Yanaki,6,178.5,0.125,108,5
10/13/2016,87941,Crested Beaut,12,467.4,0.215,243.84,8
11/22/2016,87001,Bellen,12,311.4,0.215,213.84,8
11/29/2016,87001,Yanaki,3,89.25,0,54.75,7
10/3/2016,87001,Bellen,3,77.85,0,37.95,7
10/27/2016,87001,Majestic Beaut,12,407.4,0.215,261.6,7
10/10/2016,87315,Yanaki,1,29.75,0,19.21,6
11/7/2016,87103,Carlota,1,28.95,0,13.45,4
11/17/2016,87001,Carlota,1,28.95,0,15.88,7
11/3/2016,87001,Carlota,2,57.9,0,23.54,7
11/3/2016,87315,Carlota,1,28.95,0,13.23,3
10/27/2016,87001,Carlota,12,347.4,0.215,165,7
11/5/2016,87315,Yanaki,10,297.5,0.125,175,5
10/13/2016,87315,Crested Beaut,1,38.95,0,20.85,5
11/20/2016,87315,Bellen,3,77.85,0,59.88,4
10/1/2016,87001,Majestic Beaut,12,407.4,0.215,229.32,6
11/5/2016,87001,Bellen,5,129.75,0.1,80.1,4
11/14/2016,87001,Quad,4,179.84,0.1,86.64,7
11/5/2016,87001,Carlota,1,28.95,0,11.05,2
12/9/2016,87037,Fun Fly,1,4.95,0,1.58,7
10/3/2016,87941,Majestic Beaut,6,203.7,0.125,126.9,7
10/23/2016,87315,Quad,1,44.96,0,29.69,6
10/1/2016,87001,Majestic Beaut,1,33.95,0,15.66,7
10/24/2016,87001,Yanaki,1,29.75,0,22.85,4
11/5/2016,87001,Majestic Beaut,12,407.4,0.215,239.4,4
11/18/2016,87001,Quad,1,44.96,0,29.41,3
12/18/2016,87506,Quad,6,269.76,0.125,141.6,7
12/1/2016,87315,Bellen,1,25.95,0,16.26,1
11/24/2016,87315,Majestic Beaut,1,33.95,0,18.68,7
11/15/2016,87001,Majestic Beaut,10,339.5,0.125,199.8,2
11/3/2016,87103,Fun Fly,1,4.95,0,8.16,5
12/24/2016,87001,Quad,1,44.96,0,28.67,4
12/10/2016,87315,Crested Beaut,6,233.7,0.125,139.98,1
11/11/2016,87001,Quad,12,539.52,0.215,338.76,5
11/24/2016,87315,Bellen,2,51.9,0,25.3,4
10/20/2016,87037,Yanaki,1,29.75,0,15.95,7
12/13/2016,87315,Quad,4,179.84,0.1,92.24,6
10/31/2016,87001,Carlota,6,173.7,0.125,116.64,7
10/18/2016,87103,Quad,12,539.52,0.215,363.72,7
12/8/2016,87315,Bellen,12,311.4,0.215,175.92,5
12/9/2016,87001,Carlota,6,173.7,0.125,64.86,7
11/12/2016,87037,Bellen,1,25.95,0,14.91,3
11/23/2016,87001,Yanaki,1,29.75,0,23.1,4
11/17/2016,87037,Majestic Beaut,1,33.95,0,15.8,1
11/24/2016,87037,Yanaki,1,29.75,0,16.34,4
12/4/2016,87001,Fun Fly,1,4.95,0,10.71,6
11/27/2016,87941,Yanaki,1,29.75,0,19.85,7
12/11/2016,87103,Carlota,1,28.95,0,13.81,4
10/31/2016,87037,Yanaki,4,119,0.1,76.6,4
11/28/2016,87037,Yanaki,1,29.75,0,14.16,5
10/22/2016,87103,Crested Beaut,1,38.95,0,24.84,4
11/3/2016,87001,Crested Beaut,1,38.95,0,22.29,7
11/10/2016,87037,Majestic Beaut,1,33.95,0,24.6,3
10/12/2016,87315,Bellen,1,25.95,0,13.03,7
11/18/2016,87001,Yanaki,6,178.5,0.125,96.24,2
12/15/2016,87001,Quad,12,539.52,0.215,307.44,1
10/2/2016,87001,Bellen,4,103.8,0.1,75.84,7
10/25/2016,87001,Carlota,2,57.9,0,25,7
10/11/2016,87941,Yanaki,1,29.75,0,14.3,8
12/6/2016,87001,Majestic Beaut,1,33.95,0,20.26,7
11/23/2016,87001,Bellen,7,181.65,0.125,147.49,7
12/24/2016,87001,Carlota,1,28.95,0,11.39,7
12/11/2016,87941,Fun Fly,1,4.95,0,7.25,7
11/18/2016,87103,Majestic Beaut,12,407.4,0.215,297.24,1
12/6/2016,87037,Crested Beaut,1,38.95,0,18.68,6
10/27/2016,87001,Yanaki,1,29.75,0,14.37,7
11/24/2016,87315,Quad,1,44.96,0,26.99,2
12/4/2016,87001,Crested Beaut,1,38.95,0,26.74,1
10/19/2016,87941,Carlota,1,28.95,0,15.02,5
10/6/2016,87103,Carlota,1,28.95,0,16.79,4
11/12/2016,87001,Yanaki,12,357,0.215,272.64,6
11/24/2016,87001,Fun Fly,1,4.95,0,1.59,7
11/26/2016,87001,Quad,4,179.84,0.1,89.16,1
10/5/2016,87315,Majestic Beaut,12,407.4,0.215,261.84,7
11/15/2016,87941,Majestic Beaut,1,33.95,0,24.05,4
10/31/2016,87506,Fun Fly,1,4.95,0,7.2,4
10/17/2016,87315,Quad,1,44.96,0,28.1,6
10/27/2016,87037,Majestic Beaut,1,33.95,0,19.53,6
11/13/2016,87506,Carlota,1,28.95,0,13.26,7
11/25/2016,87037,Majestic Beaut,1,33.95,0,19.14,4
11/6/2016,87001,Quad,1,44.96,0,26.64,1
11/9/2016,87103,Crested Beaut,6,233.7,0.125,154.56,7
10/2/2016,87037,Quad,3,134.88,0,64.92,4
12/15/2016,87506,Aspen,1,28.95,0,14.03,4
10/7/2016,87001,Carlota,6,173.7,0.125,115.92,7
11/20/2016,87001,Bellen,3,77.85,0,65.55,7
11/26/2016,87315,Carlota,1,28.95,0,20.29,6
11/18/2016,87001,Crested Beaut,1,38.95,0,25.84,2
11/18/2016,87941,Majestic Beaut,6,203.7,0.125,144.9,4
12/23/2016,87103,Quad,14,629.44,0.215,368.9,7
10/23/2016,87103,Crested Beaut,1,38.95,0,23.56,4
12/9/2016,87103,Majestic Beaut,1,33.95,0,24.65,4
10/24/2016,87037,Carlota,10,289.5,0.125,205.4,2
12/10/2016,87001,Majestic Beaut,1,33.95,0,24.03,4
12/20/2016,87001,Carlota,1,28.95,0,19.81,8
10/1/2016,87037,Yanaki,2,59.5,0,37.3,4
10/28/2016,87103,Aspen,1,28.95,0,15.26,4
11/2/2016,87506,Yanaki,1,29.75,0,18.62,6
12/8/2016,87941,Fun Fly,6,29.7,0.125,14.46,4
11/25/2016,87001,Majestic Beaut,1,33.95,0,18.72,4
11/23/2016,87941,Majestic Beaut,1,33.95,0,21.66,5
10/3/2016,87941,Yanaki,3,89.25,0,68.76,5
11/13/2016,87037,Carlota,12,347.4,0.215,166.92,4
10/19/2016,87103,Quad,7,314.72,0.125,184.38,4
10/9/2016,87506,Quad,1,44.96,0,27.3,7
10/17/2016,87315,Majestic Beaut,6,203.7,0.125,125.22,4
12/4/2016,87315,Carlota,1,28.95,0,16.6,4
11/8/2016,87001,Carlota,6,173.7,0.125,92.4,5
11/8/2016,87941,Carlota,3,86.85,0,31.92,7
11/3/2016,87506,Carlota,1,28.95,0,14.57,7
10/20/2016,87315,Bellen,1,25.95,0,17.88,6
11/24/2016,87506,Crested Beaut,1,38.95,0,22.27,4
10/13/2016,87001,Fun Fly,6,29.7,0.125,57.96,1
10/19/2016,87001,Quad,9,404.64,0.125,253.98,7
12/15/2016,87103,Crested Beaut,12,467.4,0.215,274.08,6
10/26/2016,87001,Fun Fly,1,4.95,0,6.78,7
11/21/2016,87001,Fun Fly,3,14.85,0,26.16,4
12/15/2016,87001,Yanaki,1,29.75,0,18.61,3
12/7/2016,87506,Majestic Beaut,1,33.95,0,23.35,6
11/2/2016,87001,Yanaki,6,178.5,0.125,91.92,7
11/17/2016,87037,Carlota,1,28.95,0,18.42,6
10/22/2016,87001,Bellen,6,155.7,0.125,130.86,1
11/8/2016,87315,Quad,6,269.76,0.125,142.44,7
10/13/2016,87001,Carlota,1,28.95,0,16.03,4
10/28/2016,87506,Carlota,4,115.8,0.1,51.2,2
11/10/2016,87506,Yanaki,1,29.75,0,17.44,4
10/15/2016,87001,Majestic Beaut,7,237.65,0.125,133.77,4
11/27/2016,87103,Quad,9,404.64,0.125,274.95,4
10/24/2016,87103,Yanaki,1,29.75,0,23.05,3
12/7/2016,87103,Quad,1,44.96,0,27.8,4
12/20/2016,87315,Fun Fly,12,59.4,0.215,125.28,6
12/24/2016,87315,Crested Beaut,1,38.95,0,21.34,7
11/22/2016,87315,Majestic Beaut,1,33.95,0,18.81,7
12/22/2016,87001,Aspen,2,57.9,0,33.26,4
11/28/2016,87315,Yanaki,1,29.75,0,17.4,7
10/22/2016,87103,Carlota,12,347.4,0.215,202.8,5
12/5/2016,87103,Majestic Beaut,14,475.3,0.215,330.82,4
10/3/2016,87001,Yanaki,1,29.75,0,15.86,7
12/18/2016,87001,Aspen,1,28.95,0,12.66,1
12/10/2016,87001,Quad,4,179.84,0.1,114.48,7
10/8/2016,87103,Carlota,1,28.95,0,18.09,4
11/29/2016,87037,Yanaki,2,59.5,0,42.8,7
11/19/2016,87315,Aspen,1,28.95,0,10.85,4
12/14/2016,87001,Yanaki,1,29.75,0,21.87,7
11/28/2016,87001,Majestic Beaut,1,33.95,0,20.21,4
11/19/2016,87037,Yanaki,12,357,0.215,216.12,8
12/14/2016,87941,Bellen,1,25.95,0,13.2,7
12/13/2016,87001,Fun Fly,2,9.9,0,18.9,6
11/2/2016,87001,Yanaki,1,29.75,0,14.94,6
10/26/2016,87037,Quad,1,44.96,0,23.34,7
12/24/2016,87103,Bellen,1,25.95,0,18.02,8
10/17/2016,87941,Fun Fly,1,4.95,0,10.51,6
11/26/2016,87941,Fun Fly,1,4.95,0,6.83,6
11/18/2016,87506,Carlota,6,173.7,0.125,65.94,4
12/4/2016,87037,Majestic Beaut,1,33.95,0,19.28,5
10/16/2016,87001,Bellen,1,25.95,0,16.58,5
11/18/2016,87001,Majestic Beaut,3,101.85,0,74.73,7
10/23/2016,87037,Carlota,6,173.7,0.125,118.08,6
12/16/2016,87103,Quad,1,44.96,0,27.04,4
11/5/2016,87506,Majestic Beaut,1,33.95,0,19.14,8
10/3/2016,87506,Majestic Beaut,1,33.95,0,20,7
10/31/2016,87941,Carlota,1,28.95,0,11.76,6
12/21/2016,87103,Quad,1,44.96,0,20.85,4
11/6/2016,87001,Majestic Beaut,12,407.4,0.215,253.32,7
10/20/2016,87315,Quad,1,44.96,0,23.68,7
11/7/2016,87001,Crested Beaut,1,38.95,0,21.19,5
10/21/2016,87001,Carlota,1,28.95,0,16.31,6
11/2/2016,87001,Carlota,1,28.95,0,16.28,7
11/17/2016,87001,Majestic Beaut,1,33.95,0,16.25,7
12/3/2016,87941,Carlota,6,173.7,0.125,98.1,4
11/7/2016,87037,Quad,1,44.96,0,24.65,7
12/17/2016,87001,Yanaki,4,119,0.1,54.96,7
10/3/2016,87037,Carlota,1,28.95,0,17.02,5
12/7/2016,87037,Majestic Beaut,1,33.95,0,23.87,4
10/18/2016,87506,Majestic Beaut,12,407.4,0.215,226.2,4
10/25/2016,87941,Bellen,1,25.95,0,16.71,7
11/26/2016,87941,Majestic Beaut,1,33.95,0,20.74,4
12/17/2016,87506,Yanaki,1,29.75,0,19.8,2
12/11/2016,87315,Carlota,1,28.95,0,14.52,5
10/27/2016,87001,Majestic Beaut,2,67.9,0,33.86,3
10/8/2016,87001,Majestic Beaut,1,33.95,0,21.67,5
12/14/2016,87001,Carlota,1,28.95,0,17.43,7
11/26/2016,87103,Majestic Beaut,9,305.55,0.125,194.22,7
11/11/2016,87103,Fun Fly,4,19.8,0.1,22.2,4
11/17/2016,87001,Quad,1,44.96,0,27.07,5
10/8/2016,87001,Aspen,3,86.85,0,49.53,1
10/18/2016,87506,Crested Beaut,1,38.95,0,22.14,7
12/2/2016,87103,Majestic Beaut,10,339.5,0.125,220.5,7
12/16/2016,87315,Majestic Beaut,1,33.95,0,20.61,7
11/12/2016,87001,Quad,1,44.96,0,25.09,6
12/22/2016,87001,Fun Fly,1,4.95,0,7.69,4
10/18/2016,87103,Carlota,1,28.95,0,16.69,4
11/29/2016,87315,Majestic Beaut,1,33.95,0,18.73,6
12/15/2016,87001,Majestic Beaut,1,33.95,0,17.38,4
11/10/2016,87103,Bellen,6,155.7,0.125,104.64,8
11/23/2016,87941,Yanaki,1,29.75,0,16.72,4
12/3/2016,87037,Majestic Beaut,1,33.95,0,15.34,7
11/9/2016,87037,Carlota,1,28.95,0,11.1,4
11/12/2016,87941,Bellen,1,25.95,0,14,4
12/20/2016,87001,Yanaki,2,59.5,0,43.7,6
12/6/2016,87103,Quad,1,44.96,0,30.5,6
11/5/2016,87506,Yanaki,1,29.75,0,19.99,4
12/6/2016,87001,Carlota,1,28.95,0,20.51,3
11/28/2016,87037,Fun Fly,1,4.95,0,7.63,5
10/14/2016,87103,Quad,1,44.96,0,24.45,1
12/19/2016,87001,Majestic Beaut,1,33.95,0,20.14,7
10/12/2016,87506,Yanaki,1,29.75,0,14.7,3
11/5/2016,87037,Fun Fly,12,59.4,0.215,20.28,1
10/2/2016,87315,Yanaki,1,29.75,0,17.86,5
11/13/2016,87103,Majestic Beaut,1,33.95,0,22.64,4
11/23/2016,87941,Majestic Beaut,1,33.95,0,19.63,4
12/3/2016,87037,Aspen,1,28.95,0,11.49,1
11/22/2016,87941,Yanaki,8,238,0.125,115.76,1
12/19/2016,87315,Carlota,1,28.95,0,15.54,7
11/7/2016,87001,Yanaki,1,29.75,0,20.87,3
12/12/2016,87037,Fun Fly,12,59.4,0.215,52.92,4
10/28/2016,87315,Quad,12,539.52,0.215,320.52,3
12/21/2016,87001,Yanaki,1,29.75,0,22.33,4
10/11/2016,87506,Fun Fly,3,14.85,0,17.7,4
10/27/2016,87103,Fun Fly,1,4.95,0,4.38,7
10/7/2016,87001,Aspen,1,28.95,0,13.68,2
10/28/2016,87315,Crested Beaut,1,38.95,0,23.48,4
11/13/2016,87506,Majestic Beaut,1,33.95,0,20.78,4
11/27/2016,87506,Majestic Beaut,1,33.95,0,18.22,4
10/13/2016,87037,Bellen,9,233.55,0.125,133.38,1
10/8/2016,87001,Carlota,1,28.95,0,19.49,1
12/14/2016,87001,Majestic Beaut,1,33.95,0,19.73,7
11/23/2016,87001,Crested Beaut,1,38.95,0,20.17,5
12/21/2016,87315,Yanaki,4,119,0.1,56.04,8
11/17/2016,87506,Fun Fly,1,4.95,0,1.69,7
10/11/2016,87001,Yanaki,2,59.5,0,35.44,7
10/5/2016,87037,Yanaki,12,357,0.215,207,1
12/20/2016,87315,Majestic Beaut,1,33.95,0,22.08,1
12/5/2016,87001,Quad,4,179.84,0.1,111.96,4
10/26/2016,87941,Crested Beaut,1,38.95,0,20.24,7
12/11/2016,87506,Aspen,1,28.95,0,19.1,4
11/15/2016,87506,Aspen,13,376.35,0.215,230.1,1
12/14/2016,87001,Fun Fly,6,29.7,0.125,16.8,7
11/11/2016,87001,Majestic Beaut,1,33.95,0,21.65,4
10/12/2016,87315,Majestic Beaut,1,33.95,0,23.24,1
11/20/2016,87506,Yanaki,1,29.75,0,17.76,6
10/20/2016,87103,Yanaki,14,416.5,0.215,201.6,5
10/5/2016,87001,Quad,1,44.96,0,26.62,8
10/29/2016,87941,Majestic Beaut,1,33.95,0,20.31,7
11/2/2016,87001,Bellen,1,25.95,0,13.79,7
10/3/2016,87941,Bellen,3,77.85,0,65.64,7
11/19/2016,87315,Bellen,1,25.95,0,13.6,7
11/26/2016,87037,Fun Fly,1,4.95,0,1,4
10/19/2016,87506,Majestic Beaut,6,203.7,0.125,130.56,7
12/18/2016,87103,Quad,1,44.96,0,23.28,6
12/6/2016,87001,Majestic Beaut,1,33.95,0,22.57,6
10/19/2016,87037,Majestic Beaut,1,33.95,0,18.69,6
10/23/2016,87315,Bellen,3,77.85,0,59.64,7
12/11/2016,87001,Carlota,1,28.95,0,17.41,5
10/9/2016,87037,Carlota,1,28.95,0,19.08,4
10/13/2016,87001,Fun Fly,11,54.45,0.125,26.18,5
12/16/2016,87001,Bellen,1,25.95,0,18.65,1
12/10/2016,87001,Carlota,9,260.55,0.125,169.47,1
11/13/2016,87941,Carlota,1,28.95,0,12.57,2
