Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID,,,,,,,,
10/5/2016,97204,Carlota,1,27.95,0,13.94,3,,,,,,,,
12/7/2016,97204,Quad,1,43.96,0,24.05,2,,,,,,,,
11/4/2016,97204,Carlota,10,279.5,0.1,127.7,7,,,,,,,,
12/14/2016,97440,Yanaki,1,28.75,0,15.72,8,,,,,,,,
12/18/2016,97204,Majestic Beaut,1,32.95,0,19.53,3,,,,,,,,
12/20/2016,97204,Yanaki,1,28.75,0,15.94,6,,,,,,,,
12/22/2016,97204,Carlota,2,55.9,0,25.08,6,,,,,,,,
12/8/2016,97229,Quad,1,43.96,0,22.3,1,,,,,,,,
12/4/2016,97440,Quad,1,43.96,0,23.59,6,,,,,,,,
10/17/2016,97204,Bellen,1,24.95,0,13.13,6,,,,,,,,
10/18/2016,97440,Carlota,6,167.7,0.1,83.04,5,,,,,,,,
12/19/2016,97229,Majestic Beaut,1,32.95,0,21.37,6,,,,,,,,
11/4/2016,97204,Quad,1,43.96,0,23.53,1,,,,,,,,
10/9/2016,97204,Majestic Beaut,1,32.95,0,20.1,7,,,,,,,,
10/9/2016,97283,Quad,10,439.6,0.1,239.3,6,,,,,,,,
11/19/2016,97283,Fun Fly,12,59.4,0.1875,52.8,4,,,,,,,,
11/17/2016,97204,Carlota,1,27.95,0,13.15,1,,,,,,,,
10/5/2016,97229,Carlota,1,27.95,0,13.85,5,,,,,,,,
10/16/2016,97440,Yanaki,12,345,0.1875,189.24,1,,,,,,,,
10/29/2016,97401,Yanaki,1,28.75,0,16.48,6,,,,,,,,
10/17/2016,97401,Quad,1,43.96,0,21.51,5,,,,,,,,
10/13/2016,97440,Carlota,12,335.4,0.1875,158.64,4,,,,,,,,
10/7/2016,97283,Quad,1,43.96,0,22.28,3,,,,,,,,
12/18/2016,97204,Bellen,11,274.45,0.1,165.88,3,,,,,,,,
11/25/2016,97204,Quad,1,43.96,0,23.82,3,,,,,,,,
11/20/2016,97229,Fun Fly,6,29.7,0.1,16.32,7,,,,,,,,
10/14/2016,97401,Quad,1,43.96,0,22.56,7,,,,,,,,
12/19/2016,97222,Yanaki,1,28.75,0,16.49,3,,,,,,,,
11/19/2016,97401,Bellen,1,24.95,0,14.58,4,,,,,,,,
11/18/2016,97222,Yanaki,1,28.75,0,16.12,7,,,,,,,,
10/27/2016,97440,Carlota,1,27.95,0,13.55,4,,,,,,,,
12/1/2016,97204,Yanaki,1,28.75,0,14.3,4,,,,,,,,
11/27/2016,97204,Carlota,1,27.95,0,11.61,8,,,,,,,,
11/10/2016,97401,Fun Fly,9,44.55,0.1,39.42,7,,,,,,,,
11/6/2016,97204,Bellen,2,49.9,0,29.46,7,,,,,,,,
10/5/2016,97229,Quad,1,43.96,0,23.29,1,,,,,,,,
12/2/2016,97229,Bellen,1,24.95,0,15.03,3,,,,,,,,
11/6/2016,97204,Yanaki,1,28.75,0,15.54,6,,,,,,,,
11/16/2016,97222,Quad,12,527.52,0.1875,279.96,6,,,,,,,,
11/8/2016,97440,Quad,1,43.96,0,22.16,4,,,,,,,,
12/12/2016,97222,Fun Fly,1,4.95,0,3.83,6,,,,,,,,
11/6/2016,97222,Quad,1,43.96,0,23.94,3,,,,,,,,
12/10/2016,97283,Bellen,1,24.95,0,13.41,4,,,,,,,,
10/27/2016,97401,Yanaki,6,172.5,0.1,98.94,6,,,,,,,,
12/6/2016,97204,Quad,1,43.96,0,23.7,3,,,,,,,,
11/4/2016,97204,Quad,1,43.96,0,23.48,3,,,,,,,,
11/24/2016,97222,Quad,1,43.96,0,23.29,5,,,,,,,,
11/30/2016,97204,Bellen,6,149.7,0.1,78.96,1,,,,,,,,
10/15/2016,97283,Quad,7,307.72,0.1,157.43,5,,,,,,,,
11/15/2016,97204,Bellen,1,24.95,0,13.38,7,,,,,,,,
12/19/2016,97401,Majestic Beaut,12,395.4,0.1875,245.76,3,,,,,,,,
11/10/2016,97283,Quad,1,43.96,0,21.46,3,,,,,,,,
11/7/2016,97283,Yanaki,1,28.75,0,15.41,7,,,,,,,,
12/15/2016,97401,Quad,1,43.96,0,23.4,8,,,,,,,,
10/17/2016,97440,Carlota,1,27.95,0,11.83,1,,,,,,,,
12/2/2016,97222,Yanaki,8,230,0.1,128.96,8,,,,,,,,
11/13/2016,97204,Yanaki,6,172.5,0.1,89.58,8,,,,,,,,
12/15/2016,97401,Aspen,6,167.7,0.1,77.4,4,,,,,,,,
11/18/2016,97283,Carlota,1,27.95,0,12.86,8,,,,,,,,
11/7/2016,97222,Quad,1,43.96,0,23.2,6,,,,,,,,
10/10/2016,97440,Carlota,1,27.95,0,14.12,3,,,,,,,,
11/30/2016,97283,Quad,12,527.52,0.1875,285.96,3,,,,,,,,
10/4/2016,97204,Bellen,2,49.9,0,28.56,4,,,,,,,,
10/10/2016,97440,Carlota,1,27.95,0,11.62,4,,,,,,,,
12/15/2016,97440,Quad,1,43.96,0,22.43,3,,,,,,,,
12/2/2016,97204,Bellen,5,124.75,0.1,75,4,,,,,,,,
10/26/2016,97204,Yanaki,2,57.5,0,28.94,6,,,,,,,,
12/24/2016,97204,Yanaki,1,28.75,0,15.41,3,,,,,,,,
11/8/2016,97204,Fun Fly,15,74.25,0.1875,67.5,3,,,,,,,,
10/25/2016,97283,Carlota,6,167.7,0.1,70.38,4,,,,,,,,
12/7/2016,97204,Yanaki,6,172.5,0.1,96.06,3,,,,,,,,
10/5/2016,97401,Majestic Beaut,1,32.95,0,21.52,2,,,,,,,,
11/29/2016,97204,Quad,1,43.96,0,23.17,3,,,,,,,,
10/5/2016,97204,Fun Fly,1,4.95,0,3.63,5,,,,,,,,
11/22/2016,97204,Bellen,1,24.95,0,13.66,4,,,,,,,,
11/21/2016,97440,Bellen,1,24.95,0,14.24,3,,,,,,,,
12/9/2016,97204,Majestic Beaut,1,32.95,0,21.52,7,,,,,,,,
11/15/2016,97204,Quad,1,43.96,0,22.56,4,,,,,,,,
10/25/2016,97440,Carlota,1,27.95,0,11.45,6,,,,,,,,
10/26/2016,97401,Quad,6,263.76,0.1,131.22,8,,,,,,,,
10/10/2016,97229,Quad,1,43.96,0,22,4,,,,,,,,
12/23/2016,97204,Bellen,1,24.95,0,13.67,6,,,,,,,,
12/1/2016,97229,Fun Fly,1,4.95,0,3.09,7,,,,,,,,
12/10/2016,97229,Yanaki,2,57.5,0,33.48,5,,,,,,,,
12/22/2016,97204,Bellen,1,24.95,0,12.76,4,,,,,,,,
10/5/2016,97401,Quad,1,43.96,0,23.88,5,,,,,,,,
11/11/2016,97440,Carlota,1,27.95,0,14.06,3,,,,,,,,
12/19/2016,97401,Yanaki,1,28.75,0,15.93,4,,,,,,,,
10/24/2016,97401,Quad,1,43.96,0,21.68,4,,,,,,,,
11/12/2016,97204,Yanaki,2,57.5,0,29.16,3,,,,,,,,
10/18/2016,97204,Bellen,1,24.95,0,14.67,5,,,,,,,,
11/21/2016,97204,Bellen,1,24.95,0,14.79,1,,,,,,,,
11/7/2016,97440,Bellen,1,24.95,0,12.72,4,,,,,,,,
10/22/2016,97204,Bellen,7,174.65,0.1,90.65,7,,,,,,,,
12/5/2016,97440,Quad,1,43.96,0,24.06,6,,,,,,,,
10/30/2016,97401,Carlota,1,27.95,0,12.65,3,,,,,,,,
11/20/2016,97440,Carlota,1,27.95,0,13.73,4,,,,,,,,
10/3/2016,97222,Quad,12,527.52,0.1875,286.68,3,,,,,,,,
11/24/2016,97401,Bellen,1,24.95,0,13.46,3,,,,,,,,
11/20/2016,97204,Quad,12,527.52,0.1875,285,6,,,,,,,,
11/12/2016,97401,Yanaki,3,86.25,0,44.94,3,,,,,,,,
11/22/2016,97222,Bellen,1,24.95,0,15.39,7,,,,,,,,
11/7/2016,97440,Carlota,1,27.95,0,13.23,8,,,,,,,,
10/29/2016,97440,Quad,1,43.96,0,23.4,8,,,,,,,,
11/20/2016,97229,Bellen,1,24.95,0,14.55,3,,,,,,,,
11/18/2016,97401,Quad,1,43.96,0,22.91,3,,,,,,,,
11/22/2016,97204,Majestic Beaut,2,65.9,0,42.92,4,,,,,,,,
12/24/2016,97283,Carlota,1,27.95,0,12.23,6,,,,,,,,
11/2/2016,97229,Quad,2,87.92,0,47.36,3,,,,,,,,
12/16/2016,97440,Quad,2,87.92,0,45.12,6,,,,,,,,
10/2/2016,97440,Quad,1,43.96,0,23.64,5,,,,,,,,
10/17/2016,97229,Yanaki,1,28.75,0,15.98,6,,,,,,,,
12/2/2016,97283,Quad,6,263.76,0.1,135.9,6,,,,,,,,
10/14/2016,97222,Quad,6,263.76,0.1,131.34,4,,,,,,,,
10/22/2016,97401,Yanaki,1,28.75,0,16.07,5,,,,,,,,
10/3/2016,97283,Majestic Beaut,12,395.4,0.1875,258.12,7,,,,,,,,
10/13/2016,97204,Quad,1,43.96,0,21.47,4,,,,,,,,
12/15/2016,97440,Carlota,1,27.95,0,13.34,6,,,,,,,,
10/18/2016,97283,Fun Fly,1,4.95,0,4.66,4,,,,,,,,
11/6/2016,97440,Fun Fly,1,4.95,0,3.8,3,,,,,,,,
11/22/2016,97204,Quad,1,43.96,0,21.86,6,,,,,,,,
10/5/2016,97204,Quad,1,43.96,0,23.51,4,,,,,,,,
10/13/2016,97440,Bellen,12,299.4,0.1875,165.72,7,,,,,,,,
12/22/2016,97440,Bellen,13,324.35,0.1875,178.23,6,,,,,,,,
12/22/2016,97229,Aspen,1,27.95,0,10.85,4,,,,,,,,
11/14/2016,97204,Carlota,6,167.7,0.1,70.68,7,,,,,,,,
12/22/2016,97222,Bellen,1,24.95,0,14.02,5,,,,,,,,
10/30/2016,97222,Carlota,1,27.95,0,13.29,8,,,,,,,,
10/23/2016,97204,Quad,6,263.76,0.1,137.04,4,,,,,,,,
12/9/2016,97283,Aspen,1,27.95,0,13.41,4,,,,,,,,
10/10/2016,97222,Quad,1,43.96,0,22.42,6,,,,,,,,
12/12/2016,97440,Quad,1,43.96,0,21.88,4,,,,,,,,
11/16/2016,97440,Fun Fly,1,4.95,0,2.93,1,,,,,,,,
10/23/2016,97204,Bellen,1,24.95,0,13.15,3,,,,,,,,
11/8/2016,97204,Quad,5,219.8,0.1,113.85,7,,,,,,,,
12/11/2016,97440,Bellen,1,24.95,0,13.39,6,,,,,,,,
12/22/2016,97440,Majestic Beaut,1,32.95,0,19.41,3,,,,,,,,
12/5/2016,97204,Quad,1,43.96,0,23.49,5,,,,,,,,
12/13/2016,97204,Quad,1,43.96,0,21.45,3,,,,,,,,
11/18/2016,97204,Aspen,8,223.6,0.1,99.28,3,,,,,,,,
12/2/2016,97283,Yanaki,1,28.75,0,16.53,3,,,,,,,,
11/29/2016,97204,Yanaki,2,57.5,0,33.4,4,,,,,,,,
11/24/2016,97283,Majestic Beaut,1,32.95,0,20.67,7,,,,,,,,
10/24/2016,97229,Quad,1,43.96,0,22.58,7,,,,,,,,
11/5/2016,97204,Bellen,1,24.95,0,15.1,2,,,,,,,,
12/7/2016,97222,Bellen,1,24.95,0,14.5,5,,,,,,,,
10/3/2016,97204,Carlota,1,27.95,0,12.16,3,,,,,,,,
11/11/2016,97283,Majestic Beaut,1,32.95,0,21.25,4,,,,,,,,
12/21/2016,97401,Bellen,1,24.95,0,15.32,3,,,,,,,,
10/1/2016,97440,Yanaki,12,345,0.1875,185.76,5,,,,,,,,
11/6/2016,97283,Yanaki,1,28.75,0,15.03,4,,,,,,,,
12/13/2016,97222,Quad,1,43.96,0,21.38,3,,,,,,,,
11/4/2016,97401,Quad,6,263.76,0.1,136.08,6,,,,,,,,
12/3/2016,97283,Quad,14,615.44,0.1875,314.44,6,,,,,,,,
12/23/2016,97401,Aspen,1,27.95,0,12.83,6,,,,,,,,
12/2/2016,97440,Yanaki,1,28.75,0,16.41,8,,,,,,,,
10/31/2016,97204,Fun Fly,1,4.95,0,3.55,7,,,,,,,,
11/10/2016,97229,Quad,8,351.68,0.1,186.16,3,,,,,,,,
11/7/2016,97222,Quad,1,43.96,0,22.15,4,,,,,,,,
11/11/2016,97401,Quad,1,43.96,0,21.48,4,,,,,,,,
11/23/2016,97401,Bellen,6,149.7,0.1,85.02,5,,,,,,,,
10/18/2016,97204,Quad,1,43.96,0,23.96,4,,,,,,,,
10/6/2016,97440,Carlota,1,27.95,0,12.34,5,,,,,,,,
12/18/2016,97229,Bellen,1,24.95,0,13.03,3,,,,,,,,
11/24/2016,97222,Quad,1,43.96,0,22.09,2,,,,,,,,
11/21/2016,97401,Fun Fly,1,4.95,0,3.63,7,,,,,,,,
12/7/2016,97222,Bellen,1,24.95,0,15.14,4,,,,,,,,
11/22/2016,97204,Carlota,1,27.95,0,13.25,3,,,,,,,,
11/8/2016,97204,Bellen,1,24.95,0,13.52,4,,,,,,,,
11/2/2016,97401,Yanaki,1,28.75,0,16.06,1,,,,,,,,
11/7/2016,97204,Bellen,1,24.95,0,13.39,3,,,,,,,,
11/22/2016,97204,Quad,1,43.96,0,21.89,2,,,,,,,,
12/14/2016,97440,Quad,6,263.76,0.1,132.06,5,,,,,,,,
10/21/2016,97283,Carlota,1,27.95,0,11.53,5,,,,,,,,
10/9/2016,97204,Bellen,1,24.95,0,13.32,8,,,,,,,,
12/5/2016,97222,Quad,1,43.96,0,21.79,2,,,,,,,,
10/16/2016,97222,Majestic Beaut,6,197.7,0.1,121.14,6,,,,,,,,
11/17/2016,97204,Carlota,12,335.4,0.1875,138.84,4,,,,,,,,
10/24/2016,97204,Quad,1,43.96,0,23.11,6,,,,,,,,
12/20/2016,97283,Majestic Beaut,12,395.4,0.1875,259.2,2,,,,,,,,
10/23/2016,97229,Carlota,1,27.95,0,11.64,1,,,,,,,,
11/7/2016,97204,Carlota,1,27.95,0,12.29,4,,,,,,,,
11/10/2016,97401,Bellen,1,24.95,0,14.92,3,,,,,,,,
11/4/2016,97283,Carlota,1,27.95,0,13.4,4,,,,,,,,
12/14/2016,97222,Bellen,12,299.4,0.1875,170.52,6,,,,,,,,
11/8/2016,97204,Yanaki,6,172.5,0.1,86.1,3,,,,,,,,
11/14/2016,97283,Aspen,6,167.7,0.1,78.18,4,,,,,,,,
11/30/2016,97229,Majestic Beaut,1,32.95,0,20.75,7,,,,,,,,
11/23/2016,97204,Fun Fly,4,19.8,0.1,10.68,6,,,,,,,,
12/1/2016,97229,Quad,1,43.96,0,23.82,1,,,,,,,,
11/26/2016,97204,Carlota,1,27.95,0,12.53,6,,,,,,,,
12/16/2016,97401,Bellen,12,299.4,0.1875,160.92,4,,,,,,,,
11/17/2016,97229,Yanaki,1,28.75,0,16.64,7,,,,,,,,
11/5/2016,97229,Carlota,2,55.9,0,25.54,5,,,,,,,,
10/17/2016,97440,Quad,1,43.96,0,23.8,4,,,,,,,,
12/23/2016,97229,Bellen,5,124.75,0.1,67.45,2,,,,,,,,
12/6/2016,97283,Fun Fly,1,4.95,0,3.22,4,,,,,,,,
12/19/2016,97204,Fun Fly,1,4.95,0,3.78,7,,,,,,,,
10/13/2016,97204,Quad,1,43.96,0,23.14,2,,,,,,,,
11/10/2016,97283,Majestic Beaut,1,32.95,0,21.39,6,,,,,,,,
11/4/2016,97401,Carlota,1,27.95,0,11.6,3,,,,,,,,
12/4/2016,97283,Quad,1,43.96,0,23.69,4,,,,,,,,
12/15/2016,97222,Quad,2,87.92,0,43.46,4,,,,,,,,
10/3/2016,97229,Fun Fly,1,4.95,0,4.2,3,,,,,,,,
10/14/2016,97222,Bellen,1,24.95,0,14.21,3,,,,,,,,
10/5/2016,97401,Aspen,2,55.9,0,22.2,7,,,,,,,,
10/11/2016,97229,Fun Fly,1,4.95,0,3.13,7,,,,,,,,
11/17/2016,97222,Carlota,6,167.7,0.1,69.42,3,,,,,,,,
11/16/2016,97440,Quad,6,263.76,0.1,135.36,4,,,,,,,,
10/1/2016,97401,Fun Fly,1,4.95,0,3.5,7,,,,,,,,
12/12/2016,97440,Yanaki,9,258.75,0.1,135.36,6,,,,,,,,
12/14/2016,97440,Aspen,1,27.95,0,13.52,4,,,,,,,,
10/2/2016,97283,Quad,12,527.52,0.1875,263.64,1,,,,,,,,
12/22/2016,97401,Carlota,12,335.4,0.1875,143.52,3,,,,,,,,
11/3/2016,97440,Quad,1,43.96,0,22.91,5,,,,,,,,
10/26/2016,97440,Carlota,1,27.95,0,13.47,4,,,,,,,,
11/29/2016,97440,Quad,1,43.96,0,22.92,5,,,,,,,,
12/19/2016,97204,Quad,13,571.48,0.1875,279.63,1,,,,,,,,
11/17/2016,97204,Yanaki,1,28.75,0,14.3,7,,,,,,,,
10/18/2016,97204,Quad,1,43.96,0,22.98,7,,,,,,,,
11/2/2016,97440,Fun Fly,12,59.4,0.1875,49.8,7,,,,,,,,
11/4/2016,97401,Carlota,1,27.95,0,11.51,5,,,,,,,,
11/14/2016,97440,Bellen,1,24.95,0,13.36,8,,,,,,,,
12/10/2016,97440,Yanaki,1,28.75,0,16.12,4,,,,,,,,
12/2/2016,97440,Yanaki,1,28.75,0,15.1,5,,,,,,,,
12/1/2016,97440,Fun Fly,8,39.6,0.1,34.72,3,,,,,,,,
11/10/2016,97204,Fun Fly,6,29.7,0.1,18.78,4,,,,,,,,
11/2/2016,97401,Aspen,12,335.4,0.1875,135.72,4,,,,,,,,
10/17/2016,97204,Yanaki,12,345,0.1875,200.76,1,,,,,,,,
12/6/2016,97222,Quad,1,43.96,0,21.81,6,,,,,,,,
11/7/2016,97222,Quad,1,43.96,0,23.67,4,,,,,,,,
11/30/2016,97440,Fun Fly,6,29.7,0.1,15.48,3,,,,,,,,
11/7/2016,97204,Yanaki,1,28.75,0,16.47,4,,,,,,,,
12/12/2016,97204,Fun Fly,1,4.95,0,4.55,4,,,,,,,,
11/26/2016,97229,Fun Fly,6,29.7,0.1,14.28,3,,,,,,,,
11/21/2016,97204,Quad,1,43.96,0,22.06,7,,,,,,,,
12/9/2016,97440,Yanaki,6,172.5,0.1,91.86,7,,,,,,,,
10/8/2016,97440,Carlota,13,363.35,0.1875,169.39,8,,,,,,,,
10/15/2016,97229,Yanaki,1,28.75,0,15.44,7,,,,,,,,
10/31/2016,97440,Bellen,12,299.4,0.1875,167.16,3,,,,,,,,
11/30/2016,97401,Bellen,1,24.95,0,13.28,7,,,,,,,,
11/27/2016,97440,Yanaki,2,57.5,0,33.18,3,,,,,,,,
11/8/2016,97204,Quad,6,263.76,0.1,133.38,6,,,,,,,,
10/9/2016,97204,Yanaki,1,28.75,0,14.8,8,,,,,,,,
10/17/2016,97229,Bellen,10,249.5,0.1,140.7,7,,,,,,,,
12/3/2016,97283,Aspen,1,27.95,0,11.64,3,,,,,,,,
12/8/2016,97204,Fun Fly,13,64.35,0.1875,53.3,2,,,,,,,,
10/13/2016,97440,Aspen,1,27.95,0,13.06,3,,,,,,,,
10/8/2016,97222,Quad,1,43.96,0,23.34,4,,,,,,,,
11/6/2016,97440,Carlota,1,27.95,0,13.22,7,,,,,,,,
11/6/2016,97283,Majestic Beaut,1,32.95,0,20.91,6,,,,,,,,
11/14/2016,97283,Carlota,1,27.95,0,11.82,7,,,,,,,,
11/4/2016,97229,Quad,1,43.96,0,23.45,5,,,,,,,,
10/13/2016,97283,Quad,1,43.96,0,22.94,7,,,,,,,,
11/30/2016,97204,Carlota,1,27.95,0,11.92,6,,,,,,,,
10/12/2016,97401,Carlota,11,307.45,0.1,147.18,7,,,,,,,,
12/20/2016,97229,Fun Fly,6,29.7,0.1,17.94,4,,,,,,,,
12/16/2016,97229,Quad,1,43.96,0,23.33,6,,,,,,,,
11/11/2016,97440,Aspen,1,27.95,0,11.56,3,,,,,,,,
10/4/2016,97440,Majestic Beaut,1,32.95,0,19.31,1,,,,,,,,
12/3/2016,97222,Yanaki,1,28.75,0,15.15,4,,,,,,,,
10/18/2016,97229,Carlota,1,27.95,0,14.05,4,,,,,,,,
12/6/2016,97283,Quad,1,43.96,0,22.96,5,,,,,,,,
10/4/2016,97229,Quad,1,43.96,0,23.95,4,,,,,,,,
12/20/2016,97440,Carlota,12,335.4,0.1875,164.28,5,,,,,,,,
10/29/2016,97204,Quad,1,43.96,0,23.86,4,,,,,,,,
10/25/2016,97440,Fun Fly,6,29.7,0.1,25.32,2,,,,,,,,
11/26/2016,97440,Quad,1,43.96,0,22.61,6,,,,,,,,
10/18/2016,97204,Yanaki,1,28.75,0,14.18,6,,,,,,,,
12/20/2016,97283,Carlota,1,27.95,0,13.61,6,,,,,,,,
11/30/2016,97401,Carlota,1,27.95,0,12.79,6,,,,,,,,
12/21/2016,97222,Carlota,1,27.95,0,11.78,4,,,,,,,,
12/22/2016,97204,Quad,1,43.96,0,21.38,5,,,,,,,,
10/16/2016,97440,Bellen,1,24.95,0,14.34,5,,,,,,,,
10/27/2016,97222,Quad,1,43.96,0,22.41,3,,,,,,,,
12/14/2016,97440,Carlota,1,27.95,0,11.93,5,,,,,,,,
10/20/2016,97204,Quad,1,43.96,0,21.41,4,,,,,,,,
11/14/2016,97283,Yanaki,1,28.75,0,14.47,4,,,,,,,,
10/12/2016,97283,Quad,1,43.96,0,22.21,7,,,,,,,,
12/24/2016,97440,Bellen,1,24.95,0,14.45,2,,,,,,,,
11/15/2016,97401,Carlota,1,27.95,0,13.99,4,,,,,,,,
10/14/2016,97204,Fun Fly,15,74.25,0.1875,75.15,3,,,,,,,,
12/18/2016,97204,Bellen,1,24.95,0,15.24,6,,,,,,,,
11/7/2016,97222,Quad,1,43.96,0,22.11,1,,,,,,,,
10/1/2016,97401,Carlota,1,27.95,0,13.12,3,,,,,,,,
10/9/2016,97440,Yanaki,1,28.75,0,15.13,4,,,,,,,,
11/24/2016,97204,Yanaki,1,28.75,0,16.3,1,,,,,,,,
10/15/2016,97204,Quad,9,395.64,0.1,197.73,7,,,,,,,,
11/14/2016,97204,Quad,1,43.96,0,21.77,5,,,,,,,,
10/20/2016,97401,Fun Fly,12,59.4,0.1875,50.28,4,,,,,,,,
11/17/2016,97204,Quad,1,43.96,0,22.04,7,,,,,,,,
10/3/2016,97204,Bellen,2,49.9,0,30.12,4,,,,,,,,
10/15/2016,97204,Quad,12,527.52,0.1875,284.04,8,,,,,,,,
11/24/2016,97440,Bellen,6,149.7,0.1,92.16,7,,,,,,,,
12/2/2016,97204,Aspen,2,55.9,0,23.34,1,,,,,,,,
12/13/2016,97229,Quad,12,527.52,0.1875,281.16,4,,,,,,,,
12/11/2016,97401,Bellen,1,24.95,0,14.01,5,,,,,,,,
11/26/2016,97222,Bellen,1,24.95,0,13.39,6,,,,,,,,
11/24/2016,97222,Quad,1,43.96,0,23.16,4,,,,,,,,
12/15/2016,97204,Bellen,1,24.95,0,14.91,7,,,,,,,,
11/19/2016,97204,Majestic Beaut,1,32.95,0,21.4,6,,,,,,,,
12/3/2016,97229,Bellen,12,299.4,0.1875,172.92,4,,,,,,,,
11/17/2016,97440,Majestic Beaut,9,296.55,0.1,173.52,3,,,,,,,,
11/21/2016,97440,Quad,6,263.76,0.1,141.96,3,,,,,,,,
12/7/2016,97229,Quad,1,43.96,0,21.63,7,,,,,,,,
12/24/2016,97440,Bellen,1,24.95,0,14.88,1,,,,,,,,
10/19/2016,97440,Quad,1,43.96,0,22.83,6,,,,,,,,
12/20/2016,97204,Fun Fly,1,4.95,0,2.7,3,,,,,,,,
11/10/2016,97204,Quad,6,263.76,0.1,138.42,1,,,,,,,,
11/22/2016,97440,Yanaki,1,28.75,0,14.76,5,,,,,,,,
11/12/2016,97204,Carlota,2,55.9,0,23.48,6,,,,,,,,
11/10/2016,97401,Carlota,6,167.7,0.1,74.88,1,,,,,,,,
11/26/2016,97440,Quad,1,43.96,0,21.65,6,,,,,,,,
12/18/2016,97204,Quad,1,43.96,0,21.43,4,,,,,,,,
11/5/2016,97204,Quad,1,43.96,0,22.24,3,,,,,,,,
10/13/2016,97222,Carlota,12,335.4,0.1875,148.68,3,,,,,,,,
12/22/2016,97283,Carlota,1,27.95,0,13.27,3,,,,,,,,
10/29/2016,97204,Carlota,12,335.4,0.1875,158.52,3,,,,,,,,
10/11/2016,97222,Quad,1,43.96,0,23.5,1,,,,,,,,
10/23/2016,97204,Bellen,12,299.4,0.1875,174.72,1,,,,,,,,
12/11/2016,97222,Quad,6,263.76,0.1,138.36,7,,,,,,,,
11/28/2016,97401,Carlota,1,27.95,0,13.02,5,,,,,,,,
10/28/2016,97222,Bellen,4,99.8,0.1,54.72,3,,,,,,,,
11/22/2016,97204,Yanaki,1,28.75,0,14.22,4,,,,,,,,
12/18/2016,97204,Yanaki,1,28.75,0,16.29,7,,,,,,,,
11/13/2016,97229,Fun Fly,1,4.95,0,5,2,,,,,,,,
11/19/2016,97204,Quad,1,43.96,0,21.88,4,,,,,,,,
11/9/2016,97401,Bellen,1,24.95,0,13.75,3,,,,,,,,
11/24/2016,97401,Quad,9,395.64,0.1,203.4,5,,,,,,,,
12/1/2016,97440,Yanaki,1,28.75,0,14.4,3,,,,,,,,
12/18/2016,97204,Carlota,1,27.95,0,13.74,5,,,,,,,,
10/20/2016,97222,Bellen,1,24.95,0,15.02,4,,,,,,,,
12/4/2016,97204,Bellen,12,299.4,0.1875,170.16,7,,,,,,,,
11/29/2016,97440,Yanaki,1,28.75,0,14.36,6,,,,,,,,
10/7/2016,97204,Quad,1,43.96,0,21.65,7,,,,,,,,
10/7/2016,97440,Majestic Beaut,1,32.95,0,20.48,1,,,,,,,,
12/5/2016,97204,Yanaki,1,28.75,0,15.66,6,,,,,,,,
11/5/2016,97229,Bellen,1,24.95,0,12.75,4,,,,,,,,
11/22/2016,97204,Bellen,1,24.95,0,13.87,8,,,,,,,,
10/9/2016,97204,Quad,6,263.76,0.1,134.58,7,,,,,,,,
12/20/2016,97204,Carlota,1,27.95,0,11.79,6,,,,,,,,
10/7/2016,97440,Carlota,1,27.95,0,12.68,1,,,,,,,,
12/11/2016,97401,Fun Fly,1,4.95,0,2.92,4,,,,,,,,
11/24/2016,97440,Carlota,1,27.95,0,13.88,7,,,,,,,,
12/21/2016,97440,Bellen,1,24.95,0,12.84,5,,,,,,,,
11/25/2016,97283,Quad,1,43.96,0,21.7,6,,,,,,,,
11/24/2016,97229,Fun Fly,1,4.95,0,3.09,7,,,,,,,,
11/27/2016,97440,Fun Fly,14,69.3,0.1875,69.02,5,,,,,,,,
11/9/2016,97440,Yanaki,1,28.75,0,14.78,3,,,,,,,,
11/29/2016,97401,Yanaki,1,28.75,0,15.54,8,,,,,,,,
12/9/2016,97440,Carlota,1,27.95,0,12.12,4,,,,,,,,
10/9/2016,97229,Quad,12,527.52,0.1875,288.96,2,,,,,,,,
11/24/2016,97204,Bellen,12,299.4,0.1875,160.68,3,,,,,,,,
10/15/2016,97283,Bellen,1,24.95,0,15.08,6,,,,,,,,
10/20/2016,97283,Yanaki,1,28.75,0,16,5,,,,,,,,
12/15/2016,97401,Quad,1,43.96,0,21.68,3,,,,,,,,
12/5/2016,97229,Majestic Beaut,1,32.95,0,20.24,4,,,,,,,,
12/14/2016,97283,Carlota,6,167.7,0.1,75.96,3,,,,,,,,
10/23/2016,97204,Fun Fly,1,4.95,0,3.42,5,,,,,,,,
12/13/2016,97204,Carlota,1,27.95,0,13.58,7,,,,,,,,
11/30/2016,97222,Bellen,11,274.45,0.1,167.75,3,,,,,,,,
12/4/2016,97229,Quad,1,43.96,0,22.75,3,,,,,,,,
11/10/2016,97204,Fun Fly,1,4.95,0,3.25,1,,,,,,,,
11/17/2016,97204,Bellen,12,299.4,0.1875,180.24,8,,,,,,,,
10/5/2016,97229,Quad,1,43.96,0,22.12,1,,,,,,,,
11/11/2016,97401,Carlota,1,27.95,0,12.69,3,,,,,,,,
12/23/2016,97222,Yanaki,1,28.75,0,14.96,3,,,,,,,,
11/15/2016,97440,Yanaki,1,28.75,0,16.62,6,,,,,,,,
